num_bedrooms,num_bathrooms,square_footage,lot_size,age_of_house,proximity_to_city_center,neighborhood_quality,house_price
1,1,2659,4174,89,2,7,418714.7642279829
1,3,2666,7387,46,12,2,392956.897834661
3,1,1960,9973,1,16,7,476399.32040272746
5,3,2681,7767,41,2,7,677333.4283801819
4,1,3183,1566,33,17,9,547564.3514609158
1,3,3454,5622,93,2,2,451658.3069619115
4,1,2580,5132,20,4,8,597495.3583541899
1,2,1401,9830,43,6,5,410180.2665845207
1,1,2394,7995,86,7,10,432591.9384971718
1,1,3250,5167,96,15,9,421515.08147478837
5,1,1339,3670,1,12,8,529885.691120619
2,3,1895,9296,90,5,3,429101.78675258445
4,3,2605,2682,58,14,3,474330.67624086275
5,3,823,9490,85,16,10,458266.85442024743
5,2,1423,1770,97,11,8,430755.92802649626
5,2,2635,4854,15,12,9,584629.259863226
5,1,1879,4118,19,19,2,392174.7389389617
5,2,1785,3132,25,17,3,435847.5013297084
3,1,1022,8225,15,7,8,442253.66176044545
4,1,978,1990,69,9,2,338186.3701003991
5,1,3281,1710,22,14,8,616236.1052659573
4,2,2760,5304,41,12,5,508972.95111115556
3,3,2273,6367,36,15,6,487795.1722471077
3,2,1592,1038,71,12,10,438546.99111279816
4,1,1683,2275,5,13,4,490664.52282105916
1,1,3339,8069,36,9,3,425767.36365386774
2,2,2012,5857,21,7,8,486607.94799354847
1,1,2401,2436,5,1,9,504703.01570564543
1,1,1609,3099,31,10,8,417160.3713943692
1,2,1760,9565,16,6,9,514297.6423438614
5,2,1219,8693,37,15,1,436893.5954923486
3,2,3496,5251,16,15,5,560375.734351547
1,1,1987,5025,36,9,7,407866.52491172473
3,1,2078,7212,22,13,8,474220.91880957945
4,3,3323,4234,48,1,2,605320.1021646406
2,3,2240,8662,60,9,4,455176.44188084494
4,2,3017,8550,48,3,7,575111.7333523105
4,3,2140,4123,60,9,5,519304.5234531088
5,1,3021,1653,76,15,1,429796.684224493
2,3,3317,5158,31,7,2,497053.4119318949
4,1,3192,9700,85,4,5,546025.1092049928
4,2,3292,6543,62,17,6,505008.19647887716
2,2,1841,3197,6,4,1,445364.96340100723
2,1,1893,4911,21,19,3,369931.48960177
4,3,2161,6235,84,5,6,488181.42301819037
2,2,3475,5799,5,16,6,525768.264117055
4,2,1391,9707,60,3,7,537407.8276315406
4,3,1326,6360,13,11,10,523468.3214065097
5,3,3303,9221,15,15,3,604060.7222207807
1,1,2092,1325,2,19,1,300838.30663549283
4,3,2454,4766,8,14,7,584532.94209601
3,3,1610,5111,46,16,3,425130.6395937443
1,3,987,9302,84,6,5,344397.94149377255
1,1,2392,8015,93,5,4,420885.71630477154
1,1,1328,7856,93,17,1,249633.6327284321
5,2,1233,1106,41,16,7,471641.22462840425
4,1,3135,3426,41,2,4,562293.2724026534
5,2,2741,5378,95,11,1,477782.1727301556
4,3,3346,5364,22,4,6,606500.939818896
5,2,2604,3531,2,6,4,593658.1899615256
5,2,1102,7810,0,7,4,533109.7596344332
3,3,886,6316,66,17,2,322244.598417436
5,2,1237,6362,70,8,1,432555.88173609914
2,1,3388,5693,2,1,3,570271.3575108502
3,1,1845,9990,99,15,10,397675.77280585235
5,1,1632,6268,48,12,5,461043.39249071735
1,1,1596,3011,66,15,9,317318.36760365136
2,2,1359,1425,54,15,7,318550.27475473017
2,2,1561,4044,3,9,4,451655.30451301276
2,3,2498,7229,30,16,8,485943.6551290188
3,2,3314,2239,65,2,4,518606.48542881967
5,2,1924,7566,77,15,6,442228.6595456618
5,2,1484,4391,63,15,1,394735.4117740952
1,3,1964,5213,30,7,6,476253.8447295531
1,1,937,4997,62,13,10,334861.5334194865
2,2,1377,4006,65,17,5,331597.5939513853
1,3,1509,8025,30,11,2,379713.20694658556
3,3,1027,4039,46,10,1,346557.4467898386
5,3,3128,7558,21,1,6,688697.0116025589
2,1,1627,9790,73,14,2,286340.04712710425
1,2,1230,2184,93,5,9,336561.61046802433
3,3,1863,3584,96,8,9,431671.63077482086
3,1,2509,9102,82,1,1,431375.3758342364
1,3,2486,8116,45,7,5,449836.6824115536
5,3,2034,5383,88,2,8,559818.3740422936
1,3,1101,4936,57,7,4,335226.59600558894
2,3,1909,2699,60,7,3,433684.38300765946
1,3,2220,5507,45,9,5,448371.68921815825
3,1,1332,1135,0,4,5,455659.662177707
1,2,1568,3025,95,7,8,345515.8320853016
5,2,2738,4535,24,18,6,522021.06266637
4,2,2204,5854,60,13,2,425008.375124733
1,2,1243,6367,80,11,1,241244.8692812206
5,1,1059,3890,13,9,3,432629.81719470397
5,1,2338,3757,44,14,2,475674.00979962415
3,1,2131,4773,76,8,4,412414.3121518967
5,3,869,9572,38,14,3,495022.86214941327
5,3,2277,7652,65,17,9,529326.121245767
5,3,2262,2528,31,14,5,520646.1693223283
5,2,2648,5571,95,5,4,498915.5268864088
2,3,1280,6049,57,10,10,437167.88791954576
2,2,1967,1848,55,6,9,442395.14967133506
3,3,2871,5127,5,10,4,550705.70536718
1,2,1998,8351,88,11,6,362680.60167871026
5,3,3172,6866,66,6,10,630450.1374540431
1,3,2692,6869,81,10,1,405485.72282547253
1,1,2494,3121,49,14,2,382477.57306215767
3,3,2683,5681,37,3,4,568357.430139335
5,3,2171,1472,2,7,9,639919.1003270849
5,1,1597,2787,4,2,6,573255.2431565943
4,2,817,1113,23,7,6,502599.38794565835
1,1,843,7473,53,17,9,335576.9828939856
1,1,954,9530,33,13,4,303660.3536850179
2,2,1666,3285,38,9,3,399961.8131662637
4,3,1542,2196,87,13,7,447344.10665158293
2,2,2651,1078,99,15,7,356916.068149102
2,3,2225,5559,91,13,9,424803.72953392053
2,3,1024,7017,47,17,6,397760.79560138664
3,2,1016,3652,48,8,2,328168.6816237603
3,1,830,5318,33,9,6,368193.2863739852
2,2,2692,6385,79,9,8,455344.8236592918
4,3,1882,8054,99,8,6,478103.9898876426
1,2,2715,1827,6,16,9,431290.1888762773
4,2,1697,5923,17,7,4,497449.2687083515
5,3,1244,4385,69,17,3,440199.21347721416
3,1,2058,7056,91,7,5,409784.2864268571
1,2,1930,2965,33,6,3,415872.22359077825
1,3,2014,3427,50,5,2,381178.1469666249
5,3,2815,3841,92,17,2,435025.07858027046
5,2,3377,9805,67,8,4,592486.8457571262
2,1,2736,9754,13,1,3,517293.63836640475
3,2,1537,7563,68,16,9,391899.09980563854
3,1,2502,6840,88,17,7,382598.97709593026
4,1,1673,8810,7,3,6,577194.5310264353
2,1,1365,7064,14,13,10,417328.11951326707
2,1,2818,8144,82,8,8,476690.21866814996
2,2,2685,5352,58,16,9,440351.33256915753
2,3,2923,1184,10,7,3,504622.6035808217
3,3,1346,6809,19,15,10,501091.8155235843
3,3,3114,5065,54,2,7,524370.4697375101
2,3,1116,8181,35,2,9,458775.06661431753
4,3,2659,9437,81,10,1,472419.3254696791
1,3,824,8504,13,5,10,450604.310905403
1,2,959,8426,57,4,9,431142.53238186555
4,1,3443,3087,37,15,7,489257.97797829687
2,3,1937,1600,88,13,10,432781.37640644965
3,2,1699,8804,79,17,4,332956.46948989184
1,3,3349,6537,81,1,6,492258.3751463893
5,3,1989,4033,0,18,6,514939.5558940509
5,1,1502,3056,64,15,6,472828.7470117799
4,1,800,9724,0,14,2,375684.6959257491
2,1,2722,6084,84,9,5,402300.5076157744
1,3,3167,3042,59,12,7,415305.0962994962
2,3,2224,8960,24,5,6,559069.2530517648
1,3,1181,1357,90,2,3,343153.06040443014
4,1,2541,1377,9,7,5,530605.3272399667
4,2,2626,5488,49,9,8,580621.8234822932
5,3,2073,5797,11,18,5,533726.5610355653
2,3,2348,4307,91,4,10,494810.2839035269
5,3,2378,3596,31,2,3,581981.1322016288
2,2,1697,1783,32,1,9,507289.858136078
5,3,1516,6924,71,12,3,443260.96540196845
3,2,3154,3379,25,13,2,472479.8173159167
3,3,1190,8831,41,14,6,455251.36571143614
3,2,2499,6267,49,5,8,536685.3237889471
3,3,3145,8638,60,3,6,565307.9021474469
1,1,1032,3538,40,4,1,277200.9402242322
3,1,2726,1861,56,17,8,478334.2571134149
4,1,3118,2876,1,19,1,451991.6472512307
4,1,2119,4526,98,11,9,471208.9309604814
1,3,1505,2622,97,8,8,370509.8412922021
3,1,1033,6518,69,12,6,329867.7369317532
3,2,2191,3657,30,18,2,431827.88693826535
3,1,2055,2932,22,18,9,455909.5161599885
5,1,2696,9699,75,9,8,577280.6339184261
2,1,3338,4478,53,5,4,467773.78248160204
5,3,3350,3656,27,17,2,564069.2807491764
2,1,1689,1289,78,13,6,291253.8222163747
3,2,1391,8011,18,6,1,423077.6034101561
3,1,1545,6858,75,14,7,350999.16669421823
5,1,2519,8323,47,15,1,449549.4037490402
5,1,1227,3829,1,14,6,493632.2934876536
2,2,3493,6962,10,4,5,550421.4978086464
4,1,1531,5812,43,18,10,472582.05234096956
2,2,1599,8264,58,1,3,400326.68391124974
5,2,3211,9758,58,12,6,593954.9153412494
5,1,1001,2473,37,9,4,468212.9291468509
1,2,2993,2987,24,10,6,489949.15337727463
5,3,1635,8673,20,18,4,489164.2737042557
1,1,3486,4260,41,17,1,317943.6600513964
4,1,934,8490,35,19,5,396724.1749184337
2,2,3473,7739,8,4,8,595736.1321321174
2,2,2087,4251,11,16,6,411643.17649681616
1,1,2911,6905,9,7,10,508358.0233782397
2,3,3338,6300,58,9,9,578660.6329111201
5,2,840,6054,4,8,4,467728.49498474615
3,2,1712,2716,32,7,10,518455.7293905303
1,3,2529,2310,68,10,9,450828.9543909351
2,3,1774,1617,79,8,8,415616.3083834192
1,1,1933,5257,62,17,3,311534.31718282617
1,3,3215,7099,28,12,6,534853.1314724716
3,1,2259,1468,17,14,4,422954.71240284503
5,3,2840,6905,92,12,1,474635.4762980725
1,2,1043,2139,5,2,9,469118.622624755
2,1,965,9728,52,12,4,358390.07053587504
4,1,1849,1951,81,14,5,384110.3198212841
1,1,2297,9012,31,7,3,398251.6565976588
1,3,1527,4006,41,13,4,306926.836982006
3,2,1915,7075,46,4,9,501524.77719083615
5,1,1282,8890,30,1,7,517287.2081983112
4,1,3390,6952,61,17,8,531471.6249077973
2,1,3247,8077,55,3,3,470483.4262849789
4,1,2030,2971,10,17,3,428337.4598615268
2,2,3466,2191,25,8,7,534646.5934094255
5,3,2948,4920,91,3,8,574405.588246865
2,2,1679,8765,26,10,5,473076.1796672188
3,1,1629,7193,82,2,1,413483.8477924153
3,2,2824,4046,56,4,3,527790.6695761922
3,1,1558,1304,26,14,5,412897.4307809723
3,3,962,7339,58,11,3,386380.04712445155
4,3,1996,9043,61,14,1,476297.2325751721
5,3,3349,5908,19,13,7,614149.8291021755
2,1,3394,3804,2,4,1,477331.7755241747
2,2,2107,4936,15,2,10,530120.2121307536
3,3,3228,1712,43,2,6,586607.7816728575
3,1,2795,7848,92,11,6,417241.3701653082
1,1,2734,9366,78,5,7,427913.67529455
5,2,2356,4205,29,9,1,466368.6176528806
4,3,3456,6185,39,17,3,539382.4416357061
2,1,1106,7506,64,12,9,335890.4158204223
1,2,2162,2772,28,18,2,315111.97362836596
1,3,2902,2074,29,3,5,527751.1783724161
2,2,1132,6447,31,5,3,429448.9579246527
4,2,2974,9783,9,14,5,568406.8272386624
1,1,1042,6264,90,16,7,277783.5895433808
1,1,2684,8322,50,19,1,310892.00882114354
5,1,3447,7651,7,9,3,573980.4084064449
4,2,2232,3410,50,17,6,447773.9575560655
1,1,3350,7441,35,7,7,451981.6456384421
4,2,3451,9685,54,10,10,613916.2138738416
2,2,1102,9737,34,4,3,411531.7781202102
3,1,1034,4956,35,10,4,358232.4683322433
1,3,2986,7553,55,3,6,541176.047971034
5,3,994,7869,35,9,5,518479.8427571762
2,3,2350,8531,88,13,9,467389.0451002214
4,2,2592,4094,83,1,1,461698.5018490209
2,2,1446,3365,60,15,5,347361.7480493419
1,2,2848,7668,61,15,1,375088.31675468554
4,1,1360,6000,80,11,8,424819.5591775059
3,2,1919,8920,86,10,7,476757.51961924677
2,1,1512,4347,24,7,5,404546.3107645812
1,1,1212,4675,63,1,6,354010.9866940972
5,3,1337,1952,59,7,4,494562.32191178564
4,3,2678,4300,56,5,9,554183.8181928372
2,3,3276,4179,94,16,3,425444.4233077028
2,1,1034,4247,69,8,2,272923.2049852004
3,1,3196,5415,98,2,7,514009.61665146373
3,1,2579,4357,51,8,2,414814.16114568344
5,2,2693,7472,55,14,6,543980.6036745849
5,1,2304,6996,62,4,8,576871.5736515254
1,3,2662,5848,67,15,3,382479.52988759795
1,3,3243,6475,19,7,3,467584.476208983
5,1,2174,2037,53,8,3,449391.6188873212
5,1,1215,9262,0,11,1,445319.5214741554
4,3,2709,8008,89,2,9,533098.8276600556
3,1,1715,6931,97,9,5,402729.9464682982
1,3,880,6642,9,6,9,457678.68964390823
3,2,2883,1105,22,1,5,522077.04887027515
3,3,1890,1769,50,3,7,541198.8714364589
5,2,3488,3940,23,10,1,545686.797496546
4,1,2490,8899,12,5,9,600461.3122268718
2,1,1556,7614,28,12,1,332010.23637009494
4,2,3470,6805,57,1,4,531458.4961667743
4,1,1267,5355,90,9,7,370303.9860287185
3,2,1965,1933,94,13,9,403836.7392283392
4,1,3203,9766,42,19,1,474905.4217801512
1,3,2294,6660,9,7,6,499343.3286704811
3,1,2444,6906,30,16,10,496423.1281542811
1,3,1819,7050,73,8,5,338849.309431378
2,3,2414,9261,87,19,3,398235.15369200235
3,2,1701,5474,96,7,10,456063.9924123889
2,1,1472,1254,13,4,2,391376.558252696
3,2,1238,8087,98,10,1,356471.5777497224
5,1,3378,5787,33,1,2,619448.4180892068
4,3,926,8862,16,17,4,470750.7561902298
5,3,3052,7356,20,13,6,603490.8375824178
2,1,2876,4742,95,19,5,322939.0859803951
4,1,1244,3035,66,13,4,395028.0729285518
3,2,1765,2967,57,9,8,421024.63892323954
4,1,1263,9291,78,5,7,496704.41846660705
1,1,2998,2852,7,1,4,487155.98862986406
4,1,3087,4183,95,2,10,525376.8936075104
1,2,3113,7618,37,11,5,425707.2861460847
4,1,1712,9303,25,4,10,526568.8793985986
1,3,1296,1182,63,9,5,353855.0726680211
2,2,2263,7740,29,5,3,462210.1919985053
5,2,2571,1164,8,5,9,598143.9456622702
3,3,957,7958,31,8,5,441812.6053361024
4,3,971,3137,10,2,10,533762.6153477165
5,3,1293,1454,85,7,2,443744.5451486043
3,1,1769,3285,33,17,4,378940.16834718216
3,3,2134,8846,17,11,4,491777.9373520638
1,1,2226,5822,18,15,5,353563.23174831184
2,2,2492,1541,53,3,8,483719.10999443085
2,2,2593,7033,81,13,5,394380.80296634184
5,3,1458,3665,36,18,1,435838.1675302399
2,1,1465,8149,81,3,2,355872.449452924
4,3,1166,6798,11,2,3,537495.5025519836
2,3,1349,6785,3,5,3,447690.58641237346
5,1,1442,5614,42,5,10,495431.7124450876
2,3,2693,5292,26,13,6,514303.321914951
4,2,1054,7189,50,8,9,460866.1871737955
1,3,1007,7673,4,16,10,401696.0736746186
5,1,3297,2688,5,18,1,506836.0863721562
1,1,894,6095,76,16,6,274541.7628238629
1,2,2683,8583,86,1,9,465628.08985713293
1,1,1277,8824,55,8,4,321854.68296329683
3,1,1561,2637,88,2,10,438185.34205586114
3,2,989,6966,67,5,3,423761.5087748286
1,3,2307,5670,95,15,6,362293.0478110467
5,2,2556,6203,43,14,6,509209.9290134551
4,3,2359,6134,14,3,2,533407.4160774258
4,2,1555,2890,89,7,5,416147.89551044075
2,3,2246,4205,41,4,1,449861.4483507002
5,2,1635,9669,10,11,9,587856.5040491548
3,3,2463,3366,72,12,9,494351.9650961804
1,2,2428,8559,10,15,3,391030.16622707277
2,3,2635,3526,65,6,5,456729.46751098044
4,2,932,8807,26,1,3,500368.6970466156
3,1,854,1366,57,18,7,301145.7009886726
3,3,1309,7521,89,14,1,327369.16517306346
1,2,1469,7606,71,7,5,375204.5714470338
4,3,3257,1012,20,10,6,607768.0356658794
5,3,2489,9727,20,9,7,613808.1157227154
3,2,2116,4239,71,2,3,437236.8297357296
1,3,1533,3317,0,8,7,423548.0514639065
5,2,2493,5042,57,1,4,570916.9980681774
4,1,1058,8485,12,2,10,579324.4921286697
3,3,1945,1375,72,7,6,518503.8514649923
5,1,1098,1256,91,16,5,367329.15458795114
5,3,1360,1449,5,4,4,546075.0087089004
5,3,2712,4212,86,17,6,474240.73467122734
3,3,2664,7175,99,4,3,418753.57715642126
3,2,1096,6943,57,3,3,418052.98124349583
2,1,3209,9026,16,9,5,565286.4780038575
4,3,3436,8446,72,15,5,561908.3057414228
1,2,2261,2308,11,3,9,531888.1067278449
5,3,2974,9339,85,12,4,537857.0704264479
2,2,996,5016,51,15,5,347836.07900700805
1,3,3068,4940,75,8,9,422626.31704305054
2,1,1794,7713,69,12,4,372901.7645190999
3,1,2938,5071,72,13,3,400629.4857606046
5,3,3258,9107,51,15,7,576677.8163351028
1,2,807,6912,36,11,7,352004.5761737848
1,3,3391,1442,2,17,8,497950.8877637246
1,2,3315,3944,97,12,4,362641.11020070844
1,3,1119,4936,7,18,4,354104.8018043994
1,2,2217,1398,9,16,9,422087.0600947987
2,1,3116,3995,46,3,10,539293.0738939036
5,3,2498,7329,40,9,7,554707.5546362492
3,1,2908,3216,63,7,3,441696.5557341996
3,1,2261,2707,41,19,9,407763.61025784374
3,3,2087,6766,42,5,5,491611.76703755336
3,3,1918,6677,8,19,4,456515.97107583826
2,2,1352,3568,13,10,1,335204.05963112606
4,2,1460,8638,90,12,9,428353.8155681966
5,1,1515,1160,95,8,6,438454.10962090833
1,2,3041,9067,3,3,2,465921.55395335495
4,2,3329,4904,1,19,7,609608.6785069702
3,3,2258,4573,96,11,3,435729.19890326617
4,2,1654,2825,84,8,6,424811.822888693
5,1,3345,6582,0,13,8,602315.7578053734
1,2,3059,2176,74,10,3,390526.49758338707
1,1,1464,5918,64,18,5,250767.44357432102
5,3,2697,5880,45,12,6,517436.43187918916
5,1,2474,4220,58,7,1,461876.6218986858
3,2,3068,8820,74,11,10,527508.7808374452
1,3,1072,1130,6,10,7,413350.6806088383
4,2,1977,7659,65,3,4,476458.4845970529
2,3,2072,4562,14,7,10,570134.6682368737
2,3,1078,2499,71,4,7,373018.5085379029
5,2,1615,8430,46,8,7,501583.44662604755
3,2,1075,8705,89,8,5,393030.8989036203
2,3,1804,8626,39,6,8,468036.8153590715
1,3,3361,7679,41,13,8,475078.98869506706
5,2,1722,3788,50,12,5,480547.86980517907
4,1,1441,5876,34,3,5,454339.9344920992
5,2,1304,4708,40,6,7,515996.8893019828
4,3,3437,2769,84,19,6,473660.58600855607
5,2,1571,7731,56,11,4,449201.4074156815
5,1,2064,4044,37,4,2,445774.3652163765
5,2,2059,1375,71,15,8,484564.0788205334
4,3,1813,7347,95,2,3,436511.25019717676
4,2,927,4036,7,15,2,402251.944911737
5,3,3350,9852,73,17,10,586253.3775412858
2,3,2023,7218,62,2,7,485641.2985325029
3,2,3390,1740,86,7,10,529978.1156496685
3,3,2325,9495,3,16,6,526575.7062729566
3,3,2473,2085,47,5,8,519711.01746271393
4,1,1291,2210,51,16,6,421247.4119818342
4,1,2057,9420,37,19,7,412924.9984786106
2,1,2466,4119,93,2,2,376992.22203681926
3,1,1215,1267,86,15,10,384456.77441027167
3,3,2995,3774,4,4,2,568991.313825065
5,2,1769,5349,84,2,6,486126.1105867851
4,3,2876,5965,69,10,9,542488.8626752994
3,3,2184,9125,80,5,3,436405.1860168349
2,3,1107,4459,88,18,10,375707.69076660974
2,2,3009,1989,23,4,8,524918.9067871122
3,1,860,1937,85,1,5,375189.0772030862
4,3,2972,7654,76,18,6,502169.53535189887
2,3,2279,7989,16,6,6,581126.8367058843
5,1,2730,9631,77,14,10,546224.2814950426
2,3,3313,8342,97,10,3,423397.3996312384
1,2,3090,7023,89,18,5,330065.24344834004
1,3,2313,3358,82,9,1,341827.68213405635
4,3,1272,4345,25,12,2,438657.85393931705
3,1,1758,7360,2,10,10,462712.5118152361
4,3,1332,5816,1,19,3,430201.6459926747
4,3,1293,4743,91,6,4,435312.8135706888
4,2,881,8159,1,14,9,484218.10824334563
4,1,1678,1518,21,8,1,451669.5946426459
5,1,2345,1268,70,14,3,392095.08888198703
5,2,811,6444,3,11,3,488804.07050383044
2,3,2086,6475,37,16,6,459572.2435381488
1,1,1248,5185,83,6,5,338867.4118960384
4,1,1561,6161,69,15,3,333386.59038364055
2,3,825,4865,72,15,4,326708.8198964346
1,3,2606,9011,51,14,7,429614.14703696215
3,1,3355,3335,30,12,3,442601.43895042746
5,3,2368,4674,25,2,9,637075.3068756573
1,1,861,5576,35,8,8,342153.55020247976
3,3,1028,1500,25,19,2,378918.76170409675
1,3,2638,9083,27,14,5,464975.58357533923
5,2,1406,9294,4,5,4,520370.8882972783
5,3,1858,6543,73,9,5,486423.4671542268
2,2,2528,3746,17,13,3,426120.5643595844
4,3,2279,4276,14,9,10,595967.8713170525
1,1,2325,4085,56,14,1,337664.4568700945
1,1,1560,6735,96,5,8,374474.5581620158
3,3,1394,8796,4,2,9,573372.799224371
5,3,2392,7613,36,7,8,604922.778752627
1,1,1855,2327,85,16,4,230397.1491348132
5,3,2654,8772,85,11,2,531315.9406531514
1,2,2848,4746,21,11,4,429460.5850533586
2,2,2258,6684,51,12,9,500823.0060106564
4,2,2661,3562,14,13,10,579638.7323032959
1,2,1959,5163,16,8,9,518071.10521553614
5,2,2019,4317,50,16,5,489059.0383341579
2,3,932,3436,44,1,5,392107.509219478
1,3,885,6769,62,13,10,362196.6129934697
3,2,2299,9499,27,11,3,467218.62598320085
4,3,2630,6918,58,4,6,542409.4278222919
1,3,2003,2089,85,4,7,401990.47957044886
2,2,3363,5555,20,15,10,505641.52103544725
3,3,974,3394,41,3,9,493025.03202747804
2,3,2775,7468,80,19,7,432089.2987252735
2,3,1377,5004,68,2,3,380759.264819847
3,2,2598,1666,81,6,7,522404.3573370478
2,3,2896,6718,16,8,1,490541.83153201145
3,1,3375,6152,67,17,2,394787.4783469272
1,1,944,3234,6,5,4,325163.5175008696
3,2,1561,7335,88,2,7,453553.5722349292
3,1,2177,2236,39,12,9,460045.7866796662
4,2,2625,2623,39,5,5,554695.0226821611
3,1,1728,2374,42,10,8,437937.7433757008
3,1,1593,8275,72,9,7,387632.0304432818
1,1,2401,7359,82,8,5,411894.9574044395
4,2,2460,1176,50,1,3,522418.6219876796
5,2,1118,7704,72,6,3,440659.282210041
1,3,1910,3928,22,11,6,434399.96328624344
1,2,2376,9817,94,3,10,471102.0489140414
5,1,1497,8617,31,15,4,418979.58465266414
3,1,1646,8614,30,11,3,417084.35549907025
2,2,2601,4715,16,5,4,481941.91316765273
4,2,1582,5274,57,16,3,410604.4996407438
2,2,2889,9586,85,7,10,484703.45188484306
5,3,1916,5971,34,6,6,554595.4536225729
1,1,2550,9389,29,9,7,493238.77746410144
1,3,3376,1968,63,7,4,487476.80227205344
4,3,2449,4155,52,3,3,445525.9705008173
1,1,1091,5764,50,11,3,325761.04956160777
1,1,1768,3504,36,12,3,331070.6993435561
4,2,2287,8643,89,11,9,478574.4484275247
4,2,2642,7006,5,2,3,552938.6316073088
5,3,896,8962,33,1,3,499958.05929300026
1,2,1918,8943,55,2,8,440730.6013810396
1,2,873,2269,95,14,4,217278.68540795392
5,1,2159,2364,24,13,7,482177.00847318396
3,1,1891,7716,12,5,3,444688.49622890225
3,2,1557,1923,62,2,8,479703.8463766422
3,1,2741,1470,65,19,3,372712.2537142699
5,2,1007,7597,4,17,5,488037.4112887964
1,1,2044,3954,74,11,1,293402.75401974865
5,1,2085,2148,10,16,5,458027.0167338802
5,1,1209,4086,87,18,6,388069.0230873402
3,1,3178,1629,77,8,7,451669.76802812715
2,2,3191,8407,93,2,2,467936.35754972335
1,3,1570,1774,43,17,2,286673.999926076
3,1,2643,9551,98,11,9,440616.0843399119
2,2,873,9709,84,14,10,359742.20898580214
2,2,2460,2343,68,16,1,358889.1200264237
4,1,1053,8398,1,15,2,416243.9313031849
1,3,1619,8197,39,15,2,352041.0330537731
2,1,1785,6016,36,3,10,533439.7196263827
3,2,1131,8797,48,7,7,404016.42096937133
4,3,2221,3899,97,12,6,429787.5589324862
1,2,1635,1934,74,3,9,381522.2880490252
5,1,2491,2986,35,19,7,449241.69225194317
3,3,1254,5996,74,10,3,368700.0121778493
2,2,2729,7542,72,8,3,444270.22909491765
2,2,1938,6465,69,16,1,312503.8150371062
3,2,1112,7311,33,16,8,416207.9257003423
2,1,1817,9568,57,12,1,299490.12930299295
4,3,1027,2505,36,5,2,427951.8606209913
1,1,1657,6363,95,6,7,335396.5321103104
4,1,2068,2010,59,6,1,436490.0105636779
2,1,1817,4477,11,8,4,381408.0900520445
5,3,3375,8741,31,17,9,617597.7813569716
1,1,1749,4857,80,12,8,369191.45075172227
1,1,1226,4839,3,14,8,371689.9178594184
3,1,2889,5268,32,2,3,455364.964647033
3,1,1264,3553,42,19,5,378838.3944337048
5,2,2445,5389,8,6,4,598789.4235634584
1,1,1077,1551,97,18,8,273237.92937696975
5,2,818,6566,50,4,7,457003.4088313652
3,1,865,6758,93,5,7,413335.3931461804
3,3,966,4051,19,6,10,492121.09787222004
1,2,2408,6322,38,15,10,433630.0263944942
4,2,1202,3555,22,6,7,481195.5708501999
2,2,1208,2089,40,8,1,370340.4295488802
3,2,2959,1458,43,9,7,509829.04118736763
3,3,1396,5721,34,6,4,475006.5258146906
4,1,3498,7304,22,2,3,586709.5255721092
4,2,1862,2920,57,16,5,422483.949907677
5,3,2952,8694,47,1,2,578012.398406345
5,2,1123,6668,86,16,8,475457.51468269416
2,1,2782,7298,57,1,9,482409.1592873693
2,2,2237,7629,56,1,5,484043.3493508671
1,3,1228,6146,86,7,3,338254.41480268195
5,1,3482,2003,38,16,10,610967.9071538106
3,3,1884,4083,27,17,7,499151.25080948195
5,1,2435,3589,63,16,1,416082.2850145806
3,1,2177,5310,61,16,10,457039.8576481188
4,1,1192,3241,82,6,3,421444.8427613127
5,2,3051,6766,61,18,9,550218.5808269437
4,3,3105,8711,93,3,2,496722.1631233706
2,3,3333,5980,84,8,9,510978.29718251445
2,3,2340,1938,87,4,1,363197.8500346383
